1	-19.07480000	-8.536
2	22.010800000	-10.9737
3	12.659700000	19.2601
4	-18.91841383	-7.185415379
5	-17.52111687	-5.010650322
6	-19.19451741	-10.10663286
7	-20.00417586	-8.269751735
8	-16.7140954	-8.353127716
9	-17.19200178	-6.318169835
10	-16.23051158	-2.970355585
11	-19.71036501	-13.87309556
12	-15.93749785	-8.283703614
13	-18.65503729	-8.045268845
14	-14.25892964	-5.58519466
15	-21.79875609	-8.32260884
16	-20.73963252	-9.789593548
17	-21.07671398	-10.67431673
18	-21.97916345	-11.83095992
19	-20.64722612	-8.293866953
20	-20.04177944	-8.780836764
21	-21.67746289	-8.532796151
22	-20.57097748	-8.545994066
23	-21.63151861	-7.727679769
24	-17.87307408	-9.708374884
25	-16.32917076	-12.77999551
26	-18.57026269	-5.189786157
27	-17.99236903	-6.703870172
28	-22.30517182	-10.20549981
29	-19.55940611	-11.22044644
30	-22.78826641	-8.819082477
31	-19.12918144	-4.716529606
32	-17.18018564	-6.211139536
33	-16.54082025	-6.69334142
34	-20.10721564	-12.74736269
35	-18.21427931	-9.919377531
36	-19.07258124	-10.64849543
37	-21.21053685	-7.47531872
38	-20.03865146	-8.820872829
39	-19.65417726	-8.211477352
40	-15.97295894	-9.648002534
41	-18.74359696	-5.383551586
42	-19.453215	-8.146120006
43	-16.43074088	-7.524968005
44	-19.75512437	-8.533215751
45	-19.56237082	-8.798668569
46	-19.47135573	-8.057217004
47	-18.60946986	-4.475888949
48	-21.59368337	-10.38712463
49	-15.39158057	-3.8336522
50	-17.83454166	-8.090983756
51	-19.16392331	-10.60913114
52	-18.95158233	-8.453711379
53	-18.09863617	-8.817888434
54	-20.32076694	-9.617749364
55	-19.7031783	-11.3579162
56	-18.21638773	-11.88350725
57	-17.07897508	-4.079239388
58	-20.53186619	-12.3141051
59	-14.18714495	-5.330933046
60	-21.05007195	-13.28463792
61	-15.13885516	-7.458058371
62	-20.39714245	-9.416229726
63	-15.65151327	-7.054135318
64	-16.8768945	-9.048859779
65	-19.28529157	-13.21985521
66	-20.33307474	-4.522544918
67	-18.1733755	-12.21359816
68	-21.41696953	-7.951628842
69	-17.88791423	-6.251462317
70	-19.14846974	-9.916881013
71	-18.88197713	-8.28205376
72	-16.7464568	-4.865147852
73	-20.29716713	-9.441368462
74	-18.70847649	-11.16342607
75	-19.85497899	-11.8077871
76	-20.01214917	-8.886066779
77	-21.23043625	-8.27579766
78	-21.17220468	-8.041652499
79	-17.35870206	-4.927280457
80	-18.77006576	-3.116911984
81	-19.61515387	-11.92894742
82	-19.88994284	-8.550733987
83	-18.46137999	-3.564608703
84	-21.55599843	-8.968839013
85	-17.17922446	-9.65674549
86	-15.55624389	-7.646428992
87	-17.21964035	-9.336242609
88	-18.42837896	-10.99183023
89	-16.73449977	-6.379830594
90	-14.83302064	-4.885931146
91	-20.06742183	-10.90266906
92	-15.15529579	-4.741066067
93	-21.44524284	-9.710691011
94	-16.71522282	-4.036890674
95	-20.1682181	-9.539803496
96	-15.77871125	-9.577307182
97	-22.22948053	-12.69644013
98	-18.6915083	-9.851254359
99	-19.07702934	-9.588629278
100	-22.97995027	-14.06130969
101	-15.35133402	-6.943039921
102	-17.64659314	-6.898664433
103	-16.80286051	-9.242375938
104	-18.70578765	-10.10378656
105	-17.02701221	-8.24856135
106	-15.88178305	-5.268176515
107	-20.58246504	-10.3434484
108	-20.87101561	-12.08951593
109	-20.60845987	-12.66196582
110	-19.0162303	-9.627969052
111	-21.69265086	-8.63311386
112	-16.50121714	-7.536003035
113	-17.63506716	-6.503314782
114	-16.00119341	-6.308594221
115	-22.81557219	-15.67509614
116	-17.43786661	-10.75633109
117	-17.37534526	-9.134230943
118	-23.08532758	-9.764071005
119	-19.28389649	-11.38251015
120	-21.26021971	-7.033333912
121	-19.37213212	-8.810125609
122	-20.54684792	-9.851017148
123	-20.82806376	-6.69717012
124	-16.38603445	-7.205324413
125	-20.05996799	-6.599840177
126	-16.6197104	-5.806097899
127	-18.88898291	-12.23555265
128	-18.26694371	-7.260089599
129	-18.35149093	-7.805921311
