1	0.09771348879	1.856078237	2.100760575	9.251076729	-1.327820728
2	8.006780488	1.097849488	0.6275244427	0.5728555266	2.089501865
3	-1.40785823	-1.714959744	-0.5524032233	-0.3553795672	11.15238758
4	-3.171089408	9.44168456	-2.390578416	-1.200586311	-1.8672859
5	-0.204714175	-3.343317088	11.32547605	-0.04358483645	1.934621037
6	0.6852325304	0.5723008538	0.9780101672	10.17256299	2.031261059
7	12.52559944	-2.3292147	0.1610504584	-1.47664067	-2.050582084
8	1.550718297	-1.240981108	10.40921649	-1.522577935	0.3491201891
9	-0.2312357208	0.2242976939	-0.09089722599	2.130311272	11.61138152
10	-1.872519111	-0.644010743	9.308227181	-1.33664695	-0.07345597483
11	0.9685058967	8.969532379	-0.4029444203	1.734402771	0.09966361251
12	10.91030902	-1.422037405	2.180167629	-0.2920404049	-0.4293741145
13	0.8244369206	7.783008826	0.294114894	-0.9255297354	0.3697515714
14	-1.333333591	0.4500577664	0.9088210783	11.4233272	-0.4765807997
15	0.1045891675	2.379112994	-0.6450598755	-3.189396972	8.992491995
16	10.11271313	-1.458610819	-1.559641536	0.08985925683	-0.6210793428
17	9.798544846	1.038483768	-1.32719385	0.1530424842	2.146155348
18	10.16275832	-0.5675412924	-2.021366015	1.935816645	0.4404733964
19	-0.03781667565	-0.3595411474	1.083140545	9.268776749	0.9108288277
20	-1.655563044	-0.4145468885	0.2590743914	8.289140192	0.1390866905
21	-1.290935158	-0.1298672371	1.723940072	1.86339532	6.526446545
22	0.01026245017	-0.1293947661	7.738657788	0.7285837089	2.373002505
23	-2.36493866	8.284738961	1.761436256	-0.6857124668	1.335756936
24	0.2680577595	-2.895349586	10.00158147	3.318395138	-2.064567638
25	-1.320214149	9.512454168	0.1340801551	-0.3849364793	-2.936178285
26	-0.009767221858	9.665375013	-0.004765544101	0.9128854197	-0.7291541862
27	11.00692491	0.7821672215	0.5010607039	0.1383187437	-1.958211858
28	-1.329520258	1.162797082	0.8549347506	0.7707813552	11.93484603
29	1.071456218	3.333911014	-0.2027619808	11.42802979	1.09355333
30	0.8681814841	1.069517464	-0.2874340859	0.5055533826	9.193571052
31	-0.3548587286	1.745544065	-1.933758236	0.9539259554	9.598141051
32	-0.5334704075	8.254964095	0.9179670843	-0.3158223429	1.035383926
33	1.033048815	7.259177399	-1.450603947	0.06667194684	-1.823029915
34	-0.3242621287	-0.5405288994	2.665981748	1.371488086	9.516721844
35	10.82869253	0.3326374561	2.271391586	-0.5695731582	1.496480007
36	2.450285452	-1.240310692	-1.765372345	9.498995674	-0.01936915046
