1	0.7771284335	0.660070475
2	0.3857244557	0.7378034552
3	0.004697542323	0.2269133612
4	0.1078682625	0.3174124153
5	0.09266339524	0.2884581315
6	0.761212097	0.4083187031
7	0.7933397	0.08918497153
8	0.4860673038	0.3603060044
9	0.3435737692	0.8225675015
10	0.7412324486	0.1429641356
11	0.1146112415	0.1433136304
12	0.3642643827	0.7926049686
13	0.8357557743	0.818109871
14	0.965549653	0.8590997552
15	0.4139357784	0.667019538
16	0.5329886024	0.8206248404
17	0.03184434259	0.7754395581
18	0.005391164973	0.2468978009
19	0.7082581828	0.4803427579
20	0.1750281409	0.5407512275
